,Name,Location,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Seats,Price
2396,Hyundai,Pune,2012,64000.0,Diesel,Manual,First,21.9,1396.0,90.0,5.0,4.25
2397,Ford,Kolkata,2016,21460.0,Petrol,Manual,First,17.0,1497.0,121.36,5.0,6.0
2398,Hyundai,Coimbatore,2015,29634.0,Petrol,Manual,Second,17.0,1197.0,80.0,5.0,6.0
2399,Maruti,Ahmedabad,2008,52000.0,Petrol,Manual,First,16.1,1298.0,88.2,5.0,2.41
2400,Honda,Hyderabad,2015,33000.0,Petrol,Automatic,First,19.0,1199.0,88.7,5.0,7.25
2401,Volvo,Kochi,2014,89230.0,Diesel,Manual,First,11.1,2400.0,200.0,7.0,23.65
2402,Maruti,Delhi,2016,27000.0,Petrol,Manual,First,21.4,1197.0,83.1,5.0,6.5
2403,Mercedes-Benz,Kochi,2017,72524.0,Diesel,Automatic,Second,17.9,2143.0,136.0,5.0,18.06
2404,Renault,Hyderabad,2016,73000.0,Petrol,Manual,First,25.17,799.0,53.3,5.0,3.2
2405,Ford,Coimbatore,2017,21740.0,Petrol,Manual,First,18.16,1196.0,86.8,5.0,6.42
2406,Toyota,Jaipur,2015,59000.0,Diesel,Manual,First,13.0,2982.0,168.5,7.0,23.0
2407,Honda,Chennai,2013,83432.0,Petrol,Manual,First,17.0,1497.0,118.0,5.0,5.9
2408,Mahindra,Pune,2014,87200.0,Diesel,Manual,First,15.4,2523.0,75.0,7.0,7.75
2409,BMW,Hyderabad,2012,88000.0,Diesel,Automatic,First,13.2,1995.0,170.0,5.0,15.0
2410,Maruti,Jaipur,2017,48324.0,Diesel,Manual,First,24.3,1248.0,88.5,5.0,9.0
2411,Mercedes-Benz,Delhi,2011,51000.0,Petrol,Automatic,First,11.74,1796.0,186.0,5.0,11.5
2412,Hyundai,Kolkata,2012,24000.0,Petrol,Manual,Second,17.01,1591.0,121.3,5.0,6.2
2413,Hyundai,Kochi,2017,20773.0,Diesel,Manual,First,24.0,1186.0,73.97,5.0,5.92
2414,Volkswagen,Kolkata,2016,22000.0,Diesel,Manual,First,20.14,1498.0,88.0,5.0,6.29
2415,Honda,Kochi,2014,66355.0,Petrol,Manual,First,18.0,1198.0,86.7,5.0,4.12
2416,Honda,Pune,2007,115800.0,Petrol,Automatic,Third,10.1,2354.0,152.0,5.0,3.8
2417,Hyundai,Ahmedabad,2014,41125.0,Petrol,Manual,First,17.92,1086.0,62.1,5.0,2.7
2418,Mercedes-Benz,Coimbatore,2017,43812.0,Diesel,Automatic,First,15.0,2143.0,107.3,5.0,20.28
2419,Honda,Delhi,2014,69876.0,Petrol,Manual,First,18.0,1198.0,86.7,5.0,3.9
2420,Toyota,Pune,2014,102000.0,Diesel,Automatic,Second,12.55,2982.0,168.5,7.0,16.5
2421,Hyundai,Pune,2011,68000.0,Petrol,Manual,First,17.01,1591.0,121.3,5.0,3.7
2422,Jaguar,Delhi,2016,12000.0,Diesel,Automatic,First,10.5,2993.0,271.23,4.0,5.5
2423,BMW,Mumbai,2013,25000.0,Diesel,Automatic,First,22.69,1995.0,190.0,5.0,17.99
2424,Hyundai,Jaipur,2013,51873.0,Diesel,Manual,First,21.9,1396.0,88.76,5.0,3.9
2425,Ford,Chennai,2012,72500.0,Diesel,Manual,First,18.5,1399.0,68.0,5.0,3.12
2426,Maruti,Pune,2007,83000.0,Petrol,Manual,First,14.0,1061.0,64.0,5.0,1.65
2427,Hyundai,Kolkata,2015,39871.0,Petrol,Manual,First,19.1,1197.0,81.86,5.0,3.5
2428,Mahindra,Chennai,2015,82000.0,Diesel,Manual,Second,14.02,2179.0,118.3,7.0,4.85
2429,Mercedes-Benz,Coimbatore,2018,23152.0,Diesel,Automatic,First,19.27,2143.0,167.62,5.0,39.22
2430,Hyundai,Kolkata,2007,71600.0,Petrol,Manual,Second,20.36,1197.0,78.9,5.0,2.0
2431,Toyota,Mumbai,2010,122000.0,Diesel,Manual,Second,11.5,2982.0,171.0,7.0,10.45
2432,Toyota,Chennai,2016,29277.0,Petrol,Automatic,First,19.16,2494.0,158.2,5.0,27.0
2433,Ford,Kolkata,2011,60000.0,Diesel,Manual,First,20.0,1399.0,68.0,5.0,2.25
2434,Hyundai,Kolkata,2014,42000.0,Petrol,Manual,First,19.1,1197.0,81.86,5.0,3.45
2435,Hyundai,Kochi,2016,61823.0,Petrol,Manual,First,18.6,1197.0,81.83,5.0,6.14
2436,Hyundai,Jaipur,2012,53000.0,LPG,Manual,Second,26.88,1086.0,68.05,5.0,2.85
2437,Tata,Chennai,2015,75000.0,CNG,Manual,First,34.44,1193.0,55.23,5.0,3.25
2438,Maruti,Hyderabad,2011,110000.0,Diesel,Manual,First,28.4,1248.0,73.75,5.0,4.0
2439,Honda,Kolkata,2010,38446.0,Petrol,Manual,First,17.0,1497.0,118.0,5.0,2.59
2440,Maruti,Delhi,2017,33000.0,Diesel,Manual,First,27.39,1248.0,74.0,5.0,6.96
2441,Toyota,Kolkata,2011,42118.0,Petrol,Manual,First,18.3,1197.0,97.7,5.0,2.19
2442,Hyundai,Jaipur,2016,70000.0,Petrol,Manual,First,21.1,814.0,55.2,5.0,3.0
2443,Volkswagen,Delhi,2012,68038.0,Diesel,Manual,First,20.14,1498.0,88.0,5.0,3.6
2444,Chevrolet,Coimbatore,2014,55012.0,Diesel,Manual,Second,25.44,936.0,57.6,5.0,3.7
2445,BMW,Ahmedabad,2013,55000.0,Diesel,Automatic,First,22.48,1995.0,190.0,5.0,21.75
2446,Mercedes-Benz,Mumbai,2017,25000.0,Diesel,Automatic,First,17.9,2143.0,170.0,5.0,5.5
2447,Maruti,Coimbatore,2011,46808.0,Petrol,Manual,Second,24.07,998.0,67.1,5.0,3.19
2448,Hyundai,Coimbatore,2015,65743.0,Petrol,Manual,First,20.14,1197.0,81.86,5.0,6.2
2449,Hyundai,Coimbatore,2013,64466.0,Petrol,Manual,First,19.81,1086.0,68.05,5.0,3.96
2450,Tata,Kolkata,2009,75648.0,Diesel,Manual,First,13.5,1405.0,97.7,5.0,0.82
2451,Maruti,Jaipur,2016,80000.0,Diesel,Manual,First,23.4,1248.0,74.0,5.0,4.5
2452,Hyundai,Mumbai,2017,69000.0,Diesel,Manual,First,25.4,1186.0,73.97,5.0,3.55
2453,Nissan,Chennai,2014,79200.0,Diesel,Manual,First,22.71,1461.0,84.8,5.0,5.5
2454,Hyundai,Mumbai,2016,29477.0,Petrol,Manual,First,15.8,1591.0,121.3,5.0,10.25
2455,Toyota,Delhi,2017,40000.0,Diesel,Automatic,First,12.9,2755.0,174.5,7.0,30.0
2456,Maruti,Pune,2014,25000.0,Petrol,Manual,Second,18.5,1197.0,85.8,5.0,3.5
2457,Renault,Delhi,2014,67668.0,Diesel,Manual,First,23.08,1461.0,63.12,5.0,3.1
2458,Skoda,Hyderabad,2010,78000.0,Petrol,Manual,First,17.5,1198.0,75.0,5.0,3.25
2459,Ford,Mumbai,2017,30000.0,Diesel,Manual,First,23.0,1498.0,98.96,5.0,8.99
2460,Volkswagen,Kolkata,2015,70623.0,Petrol,Manual,First,15.04,1598.0,103.6,5.0,3.99
2461,Nissan,Mumbai,2015,54000.0,Diesel,Manual,Second,19.01,1461.0,108.5,5.0,6.0
2462,Audi,Mumbai,2015,48000.0,Diesel,Automatic,First,15.73,1968.0,174.33,5.0,18.25
2463,Toyota,Delhi,2012,62000.0,Diesel,Manual,First,12.99,2494.0,100.0,7.0,7.75
2464,Tata,Delhi,2017,47000.0,Petrol,Manual,Second,17.57,1193.0,88.7,5.0,4.5
2465,Toyota,Bangalore,2014,171000.0,Diesel,Manual,First,11.5,2982.0,171.0,7.0,16.75
2466,BMW,Pune,2012,108000.0,Diesel,Automatic,First,16.09,1995.0,184.0,5.0,17.5
2467,Maruti,Chennai,2016,41000.0,Diesel,Manual,First,22.7,1598.0,118.0,5.0,7.7
2468,Honda,Pune,2012,66000.0,Petrol,Manual,Second,17.0,1497.0,118.0,5.0,4.45
2469,Maruti,Jaipur,2015,144000.0,Diesel,Manual,First,26.59,1248.0,74.0,5.0,5.25
2470,BMW,Kochi,2017,23806.0,Diesel,Automatic,First,22.69,1995.0,190.0,5.0,33.66
2471,Nissan,Chennai,2013,89000.0,Petrol,Automatic,Second,19.34,1198.0,76.0,5.0,2.8
2472,Maruti,Coimbatore,2018,38852.0,Petrol,Automatic,First,21.4,1197.0,83.1,5.0,8.47
2473,Maruti,Coimbatore,2018,68737.0,Diesel,Manual,First,26.21,1248.0,88.5,5.0,9.32
2474,Mercedes-Benz,Coimbatore,2017,23106.0,Diesel,Automatic,First,17.9,2143.0,136.0,5.0,27.43
2475,Honda,Delhi,2015,31250.0,Diesel,Manual,First,24.5,1498.0,98.6,7.0,6.5
2476,Toyota,Delhi,2014,77795.0,Diesel,Manual,First,12.99,2494.0,100.6,8.0,9.5
2477,Jaguar,Kochi,2015,47759.0,Diesel,Automatic,First,14.74,2993.0,270.9,5.0,31.8
2478,Toyota,Chennai,2013,67620.0,Petrol,Manual,Second,17.6,1496.0,88.8,5.0,4.2
2479,Chevrolet,Kochi,2013,44378.0,Diesel,Manual,First,25.44,936.0,57.6,5.0,3.85
2480,Honda,Delhi,2012,64709.0,Petrol,Manual,Second,12.8,2354.0,177.6,5.0,6.0
2481,Maruti,Hyderabad,2007,76161.0,Petrol,Manual,First,19.7,796.0,46.3,5.0,1.65
2482,Skoda,Bangalore,2013,58410.0,Diesel,Automatic,First,19.3,1968.0,141.0,5.0,14.5
2483,Toyota,Delhi,2011,72000.0,Diesel,Manual,First,12.8,2494.0,102.0,7.0,7.1
2484,Audi,Chennai,2016,11000.0,Diesel,Automatic,First,17.11,1968.0,174.33,5.0,28.0
2485,Maruti,Kochi,2017,45362.0,Diesel,Manual,First,24.3,1248.0,88.5,5.0,9.38
2486,Hyundai,Kochi,2016,59767.0,Petrol,Manual,First,18.9,1197.0,82.0,5.0,4.78
2487,Toyota,Chennai,2003,70000.0,Petrol,Manual,Second,13.4,1794.0,125.0,5.0,1.7
2488,Tata,Coimbatore,2019,14233.0,Diesel,Automatic,First,17.6,2179.0,153.86,7.0,17.85
2489,Hyundai,Pune,2010,72000.0,Petrol,Manual,Second,17.0,1197.0,80.0,5.0,2.75
2490,Hyundai,Mumbai,2014,11000.0,Petrol,Manual,First,17.01,1591.0,121.3,5.0,5.95
2491,Maruti,Mumbai,2011,39000.0,Petrol,Manual,First,14.0,796.0,35.0,5.0,1.5
2492,Maruti,Kochi,2019,19855.0,Petrol,Manual,First,24.7,796.0,47.3,5.0,3.8
2493,Mercedes-Benz,Bangalore,2017,20149.0,Diesel,Automatic,First,19.27,2143.0,167.62,5.0,38.5
2494,Hyundai,Jaipur,2011,70000.0,Petrol,Manual,First,19.81,1086.0,68.05,5.0,2.15
2495,Skoda,Mumbai,2010,62004.0,Petrol,Automatic,Second,14.67,1798.0,177.46,5.0,3.75
2496,Volkswagen,Mumbai,2016,25500.0,Diesel,Automatic,First,21.5,1498.0,108.5,5.0,8.95
2497,Maruti,Hyderabad,2013,68800.0,Diesel,Manual,First,17.8,1248.0,97.7,5.0,5.0
2498,Honda,Pune,2010,61700.0,Petrol,Manual,First,14.8,1799.0,130.2,5.0,2.95
2499,BMW,Coimbatore,2010,59660.0,Petrol,Automatic,First,12.05,1995.0,154.0,5.0,10.49
2500,Hyundai,Hyderabad,2007,69775.0,Petrol,Manual,Second,17.92,1086.0,62.1,5.0,1.85
2501,Maruti,Hyderabad,2016,51787.0,Diesel,Manual,First,17.8,1248.0,97.7,5.0,6.45
2502,Honda,Jaipur,2009,88000.0,Petrol,Automatic,First,11.1,2354.0,142.0,5.0,5.25
2503,Maruti,Kolkata,2014,47052.0,Diesel,Manual,First,20.77,1248.0,88.76,7.0,5.99
2504,Ford,Kochi,2015,69749.0,Diesel,Manual,First,18.6,1388.0,67.0,5.0,3.82
2505,Audi,Hyderabad,2012,79000.0,Diesel,Automatic,First,12.07,2967.0,241.4,7.0,39.0
2506,Audi,Coimbatore,2016,39644.0,Diesel,Automatic,First,17.11,1968.0,174.33,5.0,25.75
2507,Tata,Hyderabad,2012,137800.0,Diesel,Manual,First,22.3,1248.0,74.0,5.0,2.2
2508,Hyundai,Chennai,2008,120000.0,Diesel,Manual,Second,18.1,1493.0,110.0,5.0,2.0
2509,Mercedes-Benz,Mumbai,2018,11000.0,Diesel,Automatic,First,16.1,1950.0,194.0,5.0,5.5
2510,BMW,Mumbai,2014,18600.0,Diesel,Automatic,Second,22.69,1995.0,190.0,5.0,21.0
2511,Hyundai,Ahmedabad,2014,116905.0,Diesel,Manual,First,24.0,1120.0,70.0,5.0,4.0
2512,Hyundai,Coimbatore,2011,32824.0,Petrol,Automatic,First,16.95,1197.0,78.9,5.0,3.83
2513,Maruti,Kochi,2016,19148.0,Petrol,Manual,First,16.1,1197.0,85.0,5.0,5.89
2514,Hyundai,Kolkata,2010,35008.0,Petrol,Manual,First,17.92,1086.0,62.1,5.0,1.36
2515,BMW,Delhi,2013,21000.0,Diesel,Automatic,Second,17.54,2993.0,313.0,4.0,5.5
2516,Maruti,Mumbai,2014,53000.0,CNG,Manual,First,30.94,1586.0,85.7,5.0,3.26
2517,Hyundai,Bangalore,2016,36000.0,Petrol,Manual,First,17.43,1396.0,105.5,5.0,8.0
2518,Maruti,Ahmedabad,2012,56121.0,Diesel,Manual,First,23.4,1248.0,74.0,5.0,4.25
2519,Maruti,Pune,2018,30000.0,Diesel,Manual,First,28.4,1248.0,74.0,5.0,6.0
2520,Skoda,Kochi,2016,31021.0,Diesel,Automatic,First,19.5,1968.0,141.0,5.0,16.61
2521,Renault,Coimbatore,2013,52600.0,Diesel,Manual,First,19.6,1461.0,108.45,5.0,7.26
2522,Mahindra,Bangalore,2005,60000.0,Diesel,Manual,First,10.5,2179.0,120.0,8.0,4.0
2523,BMW,Ahmedabad,2016,44001.0,Diesel,Automatic,First,18.12,1995.0,190.0,5.0,34.51
2524,Maruti,Chennai,2003,101000.0,Petrol,Manual,Third,17.3,1061.0,64.0,5.0,0.95
2525,Maruti,Hyderabad,2007,84169.0,Petrol,Manual,First,14.0,1061.0,64.0,5.0,2.2
2526,Hyundai,Mumbai,2017,14001.0,Petrol,Manual,First,18.6,1197.0,81.83,5.0,5.75
2527,Hyundai,Pune,2005,100000.0,CNG,Manual,Third,23.8,1086.0,97.7,5.0,1.2
2528,Land,Delhi,2016,59000.0,Diesel,Automatic,First,18.0,2993.0,255.0,7.0,36.75
2529,Mercedes-Benz,Hyderabad,2009,29000.0,Petrol,Automatic,Second,11.7,1796.0,178.0,5.0,10.0
2530,BMW,Kochi,2014,64158.0,Diesel,Automatic,First,18.48,1493.0,97.7,5.0,17.89
2531,Nissan,Mumbai,2012,38800.0,Diesel,Manual,First,21.64,1461.0,84.8,5.0,4.05
2532,Audi,Hyderabad,2011,98000.0,Diesel,Automatic,First,12.07,2967.0,241.4,7.0,22.0
2533,Mercedes-Benz,Coimbatore,2017,20969.0,Diesel,Automatic,First,17.9,2143.0,136.0,5.0,27.87
2534,Maruti,Kolkata,2018,2900.0,Diesel,Manual,First,24.3,1248.0,88.5,5.0,8.75
2535,Maruti,Hyderabad,2016,69000.0,Diesel,Manual,First,19.3,1248.0,73.9,5.0,4.79
2536,Skoda,Coimbatore,2018,5833.0,Diesel,Manual,First,21.13,1498.0,108.4,5.0,11.92
2537,Audi,Coimbatore,2016,28733.0,Diesel,Automatic,Second,12.07,2967.0,241.4,7.0,5.5
2538,Maruti,Jaipur,2006,145000.0,Petrol,Manual,First,18.9,998.0,67.1,5.0,1.15
2539,Honda,Pune,2014,71000.0,Diesel,Manual,First,25.1,1498.0,98.6,5.0,7.45
2540,Hyundai,Jaipur,2017,12000.0,Petrol,Manual,First,21.1,814.0,55.2,5.0,3.5
2541,Mercedes-Benz,Kochi,2018,21603.0,Diesel,Automatic,First,13.0,2987.0,265.0,5.0,5.5
2542,Hyundai,Bangalore,2011,65000.0,Petrol,Manual,Second,0.0,1493.0,97.7,5.0,3.15
2543,BMW,Hyderabad,2013,58000.0,Diesel,Automatic,First,13.2,1995.0,170.0,5.0,19.5
2544,BMW,Pune,2012,39000.0,Petrol,Automatic,Second,12.05,1995.0,154.0,5.0,15.0
2545,Mahindra,Coimbatore,2017,37712.0,Diesel,Manual,First,17.45,1493.0,100.0,7.0,7.57
2546,Maruti,Hyderabad,2012,68000.0,Petrol,Manual,First,18.5,1197.0,85.8,5.0,4.4
2547,BMW,Chennai,2016,25000.0,Diesel,Automatic,First,15.87,2993.0,308.43,5.0,5.5
2548,Chevrolet,Kolkata,2010,30000.0,Petrol,Manual,First,18.6,1199.0,79.4,5.0,1.6
2549,Maruti,Pune,2014,68218.0,Petrol,Manual,First,19.1,1197.0,85.8,5.0,4.9
2550,Maruti,Delhi,2014,52000.0,Diesel,Manual,First,20.77,1248.0,88.8,7.0,5.95
2551,Renault,Coimbatore,2015,63591.0,Diesel,Manual,First,20.45,1461.0,83.8,5.0,5.35
2552,Honda,Hyderabad,2014,57937.0,Petrol,Automatic,First,15.5,1198.0,86.7,5.0,5.4
2553,Audi,Coimbatore,2015,21979.0,Diesel,Automatic,First,17.11,1968.0,174.33,5.0,23.45
2554,Skoda,Hyderabad,2002,99000.0,Diesel,Manual,Second,18.7,1896.0,66.0,5.0,1.9
2555,Honda,Pune,2016,62000.0,Diesel,Manual,First,25.8,1498.0,98.6,5.0,6.1
2556,Toyota,Mumbai,2006,127001.0,Diesel,Manual,First,12.8,2494.0,102.0,8.0,4.95
2557,Hyundai,Hyderabad,2013,84600.0,Petrol,Manual,Second,21.1,814.0,55.2,5.0,2.5
2558,Datsun,Kochi,2018,30953.0,Petrol,Manual,First,22.7,799.0,53.64,5.0,3.48
2559,Maruti,Chennai,2012,78000.0,Diesel,Manual,First,22.9,1248.0,74.0,5.0,4.4
2560,Mitsubishi,Hyderabad,2008,85000.0,Diesel,Manual,First,9.5,2835.0,118.6,6.0,7.99
2561,Volvo,Hyderabad,2008,79000.0,Diesel,Automatic,First,13.1,2400.0,215.0,5.0,10.99
2562,Toyota,Delhi,2014,79000.0,Diesel,Automatic,First,12.55,2982.0,168.5,7.0,18.5
2563,Jeep,Coimbatore,2018,48188.0,Diesel,Manual,First,16.3,1956.0,170.0,5.0,21.69
2564,Maruti,Coimbatore,2014,67557.0,Diesel,Manual,First,23.4,1248.0,74.0,5.0,5.17
2565,Hyundai,Delhi,2011,103814.0,Diesel,Manual,Second,22.32,1582.0,126.32,5.0,4.5
2566,Mahindra,Kolkata,2014,45128.0,Diesel,Manual,First,12.05,2179.0,120.0,8.0,6.75
2567,Hyundai,Kochi,2013,56075.0,Petrol,Manual,First,19.81,1086.0,68.05,5.0,3.12
2568,Toyota,Hyderabad,2011,166000.0,Diesel,Manual,First,12.99,2494.0,100.6,8.0,8.25
2569,Toyota,Coimbatore,2017,65367.0,Diesel,Automatic,First,11.36,2755.0,171.5,7.0,20.14
2570,Toyota,Hyderabad,2013,114708.0,Diesel,Manual,First,12.99,2494.0,100.0,8.0,12.6
2571,Maruti,Kochi,2015,35082.0,Diesel,Manual,First,23.4,1248.0,74.0,5.0,6.61
2572,Hyundai,Kochi,2016,38593.0,Diesel,Automatic,First,17.01,1582.0,126.2,5.0,13.23
2573,Toyota,Mumbai,2008,70700.0,Diesel,Manual,First,12.99,2494.0,100.0,8.0,4.75
2574,Volkswagen,Mumbai,2011,83000.0,Diesel,Manual,Second,20.54,1598.0,103.6,5.0,2.9
2575,Chevrolet,Hyderabad,2015,120000.0,Diesel,Manual,First,14.8,2499.0,80.0,10.0,5.5
2576,Mahindra,Kochi,2014,91586.0,Diesel,Automatic,Second,11.18,2696.0,184.0,7.0,9.47
2577,Hyundai,Mumbai,2008,38235.0,Petrol,Manual,First,20.36,1197.0,78.9,5.0,1.95
2578,Hyundai,Kolkata,2011,37000.0,Petrol,Manual,First,20.36,1197.0,78.9,5.0,2.2
2579,Hyundai,Mumbai,2006,50888.0,Petrol,Manual,First,17.0,1086.0,97.7,5.0,1.15
2580,Honda,Bangalore,2013,44000.0,Petrol,Manual,Second,18.0,1198.0,86.7,5.0,4.35
2581,Maruti,Pune,2016,54000.0,Petrol,Automatic,First,23.1,998.0,67.04,5.0,4.5
2582,Hyundai,Chennai,2013,90000.0,Petrol,Manual,First,18.9,1197.0,82.0,5.0,3.55
2583,Maruti,Kolkata,2015,35000.0,Diesel,Manual,First,19.3,1248.0,73.9,5.0,4.75
2584,Hyundai,Coimbatore,2012,47324.0,Petrol,Manual,Second,20.36,1197.0,78.9,5.0,4.52
2585,BMW,Mumbai,2012,65148.0,Diesel,Automatic,First,15.06,1995.0,177.0,5.0,12.75
2586,Audi,Coimbatore,2014,57773.0,Diesel,Automatic,Second,17.11,1968.0,174.33,5.0,20.04
2587,Nissan,Bangalore,2014,87000.0,Diesel,Manual,First,20.45,1461.0,83.8,5.0,6.5
2588,Mitsubishi,Chennai,2007,179032.0,Diesel,Manual,First,11.56,3200.0,199.3,7.0,7.5
2589,Maruti,Mumbai,2016,8000.0,Petrol,Automatic,First,22.5,998.0,67.0,5.0,4.15
2590,Honda,Hyderabad,2007,77000.0,Petrol,Manual,First,13.5,1799.0,130.0,5.0,2.5
2591,Hyundai,Pune,2016,20600.0,Petrol,Manual,First,18.6,1197.0,81.83,5.0,5.4
2592,Maruti,Mumbai,2016,13198.0,Petrol,Manual,First,24.07,998.0,67.1,5.0,3.15
2593,Audi,Bangalore,2015,21000.0,Diesel,Automatic,Second,12.07,2967.0,241.4,7.0,5.5
2594,Hyundai,Delhi,2016,38000.0,Petrol,Manual,First,18.6,1197.0,81.83,5.0,5.95
2595,Tata,Coimbatore,2019,15379.0,Petrol,Automatic,First,23.84,1199.0,83.83,5.0,6.97
2596,Hyundai,Hyderabad,2011,60000.0,Petrol,Manual,First,20.36,1197.0,78.9,5.0,3.2
2597,Hyundai,Pune,2007,70000.0,Petrol,Manual,First,0.0,1086.0,97.7,5.0,1.12
2598,Renault,Bangalore,2013,75371.0,Diesel,Manual,First,20.46,1461.0,83.8,5.0,6.69
2599,Tata,Bangalore,2014,60000.0,Diesel,Manual,Second,13.49,2179.0,138.03,5.0,5.9
2600,Hyundai,Kolkata,2009,30675.0,Petrol,Manual,First,18.5,1197.0,80.0,5.0,2.25
2601,Maruti,Kolkata,2013,22000.0,Diesel,Manual,First,23.4,1248.0,74.0,5.0,4.5
2602,Hyundai,Pune,2015,55000.0,Petrol,Manual,First,22.0,814.0,55.0,5.0,2.61
2603,Mercedes-Benz,Jaipur,2010,74213.0,Diesel,Automatic,First,14.84,2143.0,170.0,5.0,11.5
2604,Mini,Mumbai,2016,15000.0,Petrol,Automatic,First,16.82,1998.0,189.08,4.0,35.0
2605,Tata,Jaipur,2010,57000.0,Petrol,Manual,First,26.0,624.0,35.0,4.0,0.5
2606,Maruti,Kolkata,2015,62144.0,Diesel,Manual,Second,26.21,1248.0,88.5,5.0,5.75
2607,Hyundai,Pune,2017,50000.0,Diesel,Manual,First,22.0,1582.0,126.2,5.0,11.5
2608,Hyundai,Jaipur,2015,38000.0,Petrol,Manual,First,21.1,814.0,55.2,5.0,2.75
2609,BMW,Chennai,2016,30000.0,Diesel,Automatic,Second,18.12,1995.0,190.0,5.0,31.5
2610,Honda,Kochi,2016,38735.0,Petrol,Manual,First,19.4,1198.0,86.8,5.0,4.92
2611,Maruti,Pune,2012,23598.0,Diesel,Manual,First,23.2,1248.0,73.94,5.0,3.52
2612,BMW,Chennai,2014,70000.0,Diesel,Automatic,First,18.88,1995.0,184.0,5.0,17.55
2613,Maruti,Pune,2016,39000.0,Diesel,Manual,First,26.59,1248.0,74.0,5.0,5.8
2614,Maruti,Hyderabad,2013,84175.0,Diesel,Manual,First,23.4,1248.0,74.0,5.0,6.95
2615,Renault,Kolkata,2013,45000.0,Petrol,Manual,First,16.95,1498.0,97.6,5.0,2.4
2616,Chevrolet,Mumbai,2013,59302.0,Diesel,Automatic,First,14.39,1998.0,163.7,5.0,5.25
2617,Maruti,Ahmedabad,2012,55002.0,Petrol,Manual,First,17.5,1298.0,85.8,5.0,4.25
2618,Tata,Jaipur,2008,128813.0,Diesel,Manual,First,19.09,1396.0,69.0,5.0,1.5
2619,Hyundai,Jaipur,2016,46522.0,Diesel,Manual,First,24.0,1120.0,70.0,5.0,4.5
2620,Tata,Pune,2014,180000.0,Diesel,Manual,First,22.3,1248.0,74.0,5.0,2.5
2621,Ford,Chennai,2006,89326.0,Diesel,Manual,Third,17.8,1399.0,68.0,5.0,1.55
2622,Renault,Pune,2016,54000.0,Diesel,Manual,First,19.87,1461.0,83.8,5.0,6.5
2623,BMW,Pune,2012,95000.0,Diesel,Automatic,Second,18.48,1493.0,97.7,5.0,18.0
2624,Hyundai,Kochi,2015,66337.0,Diesel,Manual,First,24.0,1120.0,70.0,5.0,4.96
2625,Honda,Bangalore,2012,60000.0,Petrol,Manual,First,19.4,1198.0,86.8,5.0,3.25
2626,Audi,Kolkata,2010,38001.0,Petrol,Automatic,First,12.3,1781.0,163.2,5.0,8.5
2627,Maruti,Bangalore,2014,73000.0,Petrol,Manual,Second,24.7,796.0,47.3,5.0,2.75
2628,Hyundai,Bangalore,2011,61000.0,Petrol,Manual,Second,16.2,1599.0,103.2,5.0,3.4
2629,Maruti,Hyderabad,2013,120000.0,Diesel,Manual,First,20.77,1248.0,88.8,7.0,7.0
2630,Chevrolet,Kochi,2012,71787.0,Petrol,Manual,First,12.9,1598.0,102.5,5.0,3.21
2631,Hyundai,Coimbatore,2016,11554.0,Diesel,Manual,First,19.67,1582.0,126.2,5.0,14.25
2632,Volkswagen,Hyderabad,2014,90000.0,Diesel,Manual,First,20.34,1498.0,103.2,5.0,6.5
2633,Honda,Kolkata,2014,48104.0,Petrol,Manual,First,17.4,1497.0,117.3,5.0,5.49
2634,Hyundai,Pune,2005,91000.0,Petrol,Manual,Third,16.8,1341.0,83.0,5.0,0.8
2635,Hyundai,Kochi,2007,58815.0,Petrol,Manual,First,17.0,1086.0,97.7,5.0,1.99
2636,Hyundai,Coimbatore,2015,33931.0,Petrol,Automatic,Second,18.9,1197.0,82.0,5.0,5.91
2637,Hyundai,Coimbatore,2019,13916.0,Petrol,Manual,First,18.9,1197.0,81.86,5.0,6.44
2638,Maruti,Pune,2012,90400.0,CNG,Manual,First,36.68,998.0,58.2,5.0,2.9
2639,Hyundai,Jaipur,2015,14000.0,Petrol,Manual,First,18.9,1197.0,82.0,5.0,4.6
2640,Maruti,Pune,2007,121000.0,Diesel,Manual,Second,17.8,1248.0,97.7,5.0,2.35
2641,Hyundai,Coimbatore,2016,17560.0,Petrol,Manual,First,18.6,1197.0,81.83,5.0,7.21
2642,Renault,Pune,2016,60000.0,Diesel,Manual,First,19.87,1461.0,83.8,5.0,8.0
2643,Maruti,Hyderabad,2009,88096.0,Diesel,Manual,Second,19.3,1248.0,73.9,5.0,3.5
2644,Toyota,Pune,2008,178280.0,Diesel,Manual,First,12.8,2494.0,102.0,8.0,5.9
2645,Tata,Coimbatore,2015,19963.0,Petrol,Manual,Second,25.4,624.0,37.5,4.0,1.74
2646,Ford,Mumbai,2019,1000.0,Petrol,Manual,First,18.12,1196.0,86.8,5.0,6.8
2647,Hyundai,Jaipur,2017,8000.0,Petrol,Manual,First,18.6,1197.0,81.83,5.0,7.5
2648,Honda,Pune,2016,9200.0,Petrol,Manual,First,15.4,1497.0,117.3,7.0,8.0
2649,Honda,Hyderabad,2015,29000.0,Diesel,Manual,First,27.4,1498.0,98.6,5.0,5.99
2650,Hyundai,Mumbai,2017,27000.0,Diesel,Manual,First,19.67,1582.0,126.2,5.0,12.9
